2.0,1,530101,38.5,66.0,28.0,3.0,3.0,,2.0,5.0,4.0,4.0,,,,3.0,5.0,45.0,8.4,,,2.0,2,11300,0,0,2
1.0,1,534817,39.2,88.0,20.0,2.0,2.0,4.0,1.0,3.0,4.0,2.0,,,,4.0,2.0,50.0,85.0,2.0,2.0,3.0,2,2208,0,0,2
2.0,1,530334,38.3,40.0,24.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,,,,1.0,1.0,33.0,6.7,2.5,3.65,1.0,2,0,0,0,1
1.0,9,5290409,39.1,164.0,84.0,4.0,1.0,6.0,2.0,2.0,4.0,4.0,1.0,2.0,5.0,3.0,1.6666666666666665,48.0,7.2,3.0,5.3,2.0,1,2208,0,0,1
2.0,1,530255,37.3,104.0,35.0,3.0,1.0,6.0,2.0,2.0,3.5,3.0,1.5,1.5,4.714285714285714,3.0,2.333333333333333,74.0,7.4,2.6666666666666665,4.783333333333333,2.0,2,4300,0,0,2
2.0,1,528355,37.599999999999994,76.0,25.5,2.0,1.0,3.0,1.0,2.0,3.0,2.0,2.0,1.0,4.428571428571429,3.0,3.0,55.5,7.2,2.3333333333333335,4.266666666666667,1.0,2,0,0,0,2
1.0,1,526802,37.9,48.0,16.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,4.142857142857143,3.0,5.0,37.0,7.0,2.0,3.75,1.0,1,3124,0,0,2
1.0,1,529607,38.03333333333333,60.0,26.0,3.0,2.5,2.0,1.0,3.5,4.0,2.0,2.0,1.0,3.857142857142857,3.0,4.0,44.0,8.3,1.6666666666666667,3.2333333333333334,2.0,1,2208,0,0,2
2.0,1,530051,38.166666666666664,80.0,36.0,3.0,4.0,3.0,1.0,4.0,4.0,4.0,2.0,1.0,3.5714285714285716,3.0,5.0,38.0,6.2,1.3333333333333335,2.716666666666667,3.0,1,3205,0,0,2
2.0,9,5299629,38.3,90.0,24.0,1.0,3.5,1.0,1.0,5.0,3.0,1.0,2.0,1.0,3.2857142857142856,3.0,5.0,40.0,6.2,1.0,2.2,1.0,2,0,0,0,1
1.0,1,528548,38.1,66.0,12.0,3.0,3.0,5.0,1.0,3.0,3.0,1.0,2.0,1.0,3.0,2.0,5.0,44.0,6.0,2.0,3.6,1.0,1,2124,0,0,1
2.0,1,527927,39.1,72.0,52.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,4.4,4.0,4.0,50.0,7.8,1.6666666666666667,3.2,1.0,1,2111,0,0,2
1.0,1,528031,37.2,42.0,12.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,5.800000000000001,4.0,5.0,43.5,7.0,1.3333333333333335,2.8,1.0,2,4124,0,0,2
2.0,9,5291329,38.0,92.0,28.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,3.0,1.5,7.2,1.0,1.0,37.0,6.1,1.0,2.4,2.0,2,0,0,0,1
1.0,1,534917,38.2,76.0,28.0,3.0,1.0,1.0,1.0,3.0,4.0,1.0,2.0,2.0,5.85,4.0,4.0,46.0,81.0,1.0,2.0,1.0,1,2112,0,0,2
1.0,1,530233,37.6,96.0,48.0,3.0,1.0,4.0,1.0,5.0,3.0,3.0,2.0,3.0,4.5,4.0,4.5,45.0,6.8,2.0,3.35,2.0,1,3207,0,0,2
1.0,9,5301219,37.55,128.0,36.0,3.0,3.0,4.0,2.0,4.0,4.0,3.0,3.0,2.3333333333333335,4.666666666666667,4.0,5.0,53.0,7.8,3.0,4.7,2.0,2,1400,0,0,1
2.0,1,526639,37.5,48.0,24.0,2.0,2.0,3.0,1.5,3.0,3.5,2.0,2.0,1.6666666666666667,4.833333333333333,3.0,5.0,46.5,7.4,2.0,4.62,1.0,2,0,0,0,2
1.0,1,5290481,37.6,64.0,21.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,5.0,2.0,5.0,40.0,7.0,1.0,4.54,1.0,1,4205,0,0,1
2.0,1,532110,39.4,110.0,35.0,4.0,3.0,6.0,1.5,3.5,3.0,3.0,2.0,1.0,5.166666666666667,3.0,4.5,55.0,8.7,1.5,4.46,1.0,2,0,0,0,2
1.0,1,530157,39.9,72.0,60.0,1.0,1.0,5.0,2.0,5.0,4.0,4.0,3.0,1.0,5.333333333333333,4.0,4.0,46.0,6.1,2.0,4.38,1.0,1,2111,0,0,2
2.0,1,529340,38.4,48.0,16.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,5.5,4.0,3.0,49.0,6.8,2.0,4.3,1.0,2,0,0,0,2
1.0,1,521681,38.6,42.0,34.0,2.0,1.0,4.0,1.0,2.0,3.0,1.0,2.3333333333333335,2.6666666666666665,4.333333333333333,1.0,3.4,48.0,7.2,2.0,4.22,1.0,1,3111,0,0,2
1.0,9,534998,38.3,130.0,60.0,2.5,3.0,3.5,1.0,2.0,4.0,2.0,2.6666666666666665,2.3333333333333335,3.1666666666666665,1.5,3.8,50.0,70.0,2.0,4.14,1.0,1,3111,0,0,2
1.0,1,533692,38.1,60.0,12.0,3.0,3.0,3.0,1.0,2.3333333333333335,4.0,3.0,3.0,2.0,2.0,2.0,4.2,51.0,65.0,2.0,4.06,1.0,1,3111,0,0,2
2.0,1,529518,37.8,60.0,42.0,3.5,3.0,3.0,1.0,2.6666666666666665,3.5,3.0,2.5,1.5,2.3333333333333335,2.5,4.6,47.0,36.0,2.0,3.98,1.0,2,0,0,0,2
1.0,1,530526,38.3,72.0,30.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,2.6666666666666665,3.0,5.0,43.0,7.0,2.0,3.9,1.0,1,3111,0,0,1
1.0,1,528653,37.8,48.0,12.0,3.0,1.0,1.0,1.0,2.3333333333333335,3.0,2.0,1.0,1.0,3.0,1.0,3.0,37.0,5.5,2.0,1.3,1.0,2,4122,0,0,1
1.0,1,5279442,37.75,48.0,18.0,2.5,1.0,1.0,1.0,1.6666666666666667,2.0,1.5,1.0,1.0,3.333333333333333,2.0,3.6666666666666665,41.0,40.75,2.25,2.825,2.0,2,4300,0,0,2
2.0,1,535415,37.7,48.0,24.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.6666666666666665,3.0,4.333333333333333,45.0,76.0,2.5,4.3500000000000005,1.0,2,0,0,0,2
2.0,1,529475,37.7,96.0,30.0,3.0,3.0,4.0,2.0,5.0,4.0,4.0,3.0,2.0,4.0,4.0,5.0,66.0,7.5,2.75,5.875,2.0,1,4205,0,0,2
2.0,1,530242,37.2,108.0,12.0,3.0,3.0,4.0,2.0,2.0,4.0,2.0,2.5,3.0,6.0,3.0,3.0,52.0,8.2,3.0,7.4,3.0,1,2207,0,0,1
1.0,1,529427,37.2,60.0,20.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,6.0588235294117645,4.0,5.0,43.0,6.6,2.5,7.0,1.0,1,2209,0,0,2
1.0,1,529663,38.2,64.0,28.0,1.0,1.0,1.0,1.0,3.0,1.0,3.5,2.5,2.0,6.117647058823529,4.0,4.0,49.0,8.6,2.0,6.6,1.0,1,2208,0,0,1
1.0,1,529796,38.233333333333334,100.0,30.0,3.0,3.0,4.0,2.0,5.0,4.0,4.0,3.0,3.0,6.176470588235294,4.0,4.0,52.0,6.6,2.0,4.733333333333333,1.0,1,1124,0,0,2
2.0,1,528812,38.266666666666666,104.0,24.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,2.0,3.0,6.235294117647059,3.0,2.0,73.0,8.4,2.0,2.8666666666666667,3.0,1,7111,0,0,2
2.0,1,529493,38.3,112.0,16.0,3.0,3.0,5.0,2.0,4.5,3.5,1.0,1.0,2.0,6.294117647058823,2.0,5.0,51.0,6.0,2.0,1.0,3.0,2,5205,0,0,1
1.0,1,533847,37.8,72.0,42.66666666666667,2.0,3.0,3.0,1.0,5.0,3.0,1.0,1.0,1.0,6.352941176470588,1.0,1.0,56.0,80.0,1.0,2.0,1.0,1,3111,0,0,2
2.0,1,528996,38.6,52.0,69.33333333333334,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,6.411764705882353,1.0,3.0,32.0,6.6,1.0,5.0,1.0,2,0,0,0,1
1.0,9,5277409,39.2,146.0,96.0,2.0,2.0,3.5,1.5,4.0,3.0,2.5,1.0,2.0,6.470588235294118,2.5,4.0,47.5,6.55,2.0,3.3666666666666663,2.0,1,2113,0,0,2
1.0,1,529498,39.1,88.0,84.0,3.0,3.0,6.0,2.0,5.0,3.0,3.0,1.0,3.0,6.529411764705882,4.0,5.0,63.0,6.5,3.0,1.733333333333333,2.0,1,4205,0,0,2
2.0,9,5288249,39.0,150.0,72.0,3.0,2.0,4.5,1.5,4.0,3.0,2.0,1.0,2.0,6.588235294117647,3.0,3.5,47.0,8.5,2.6666666666666665,0.1,1.0,1,9400,0,0,1
2.0,1,530301,38.0,60.0,12.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,6.647058823529412,2.0,2.0,47.0,7.0,2.3333333333333335,1.05,1.0,2,3111,0,0,2
1.0,1,534069,36.7,120.0,18.0,3.0,4.0,4.0,1.0,4.0,4.0,4.0,1.0,1.0,6.705882352941177,2.6666666666666665,5.0,52.0,67.0,2.0,2.0,3.0,1,3205,0,0,2
1.0,1,535407,35.4,140.0,24.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,2.0,1.0,6.764705882352941,3.333333333333333,5.0,57.0,69.0,3.0,2.0,3.0,1,3205,0,0,2
2.0,1,529827,36.65,120.0,19.5,4.0,3.0,4.0,2.0,5.0,4.0,4.0,1.0,1.0,6.823529411764706,4.0,5.0,60.0,6.5,3.0,2.42,2.0,1,3205,0,0,2
1.0,1,529888,37.9,60.0,15.0,3.0,2.0,4.0,2.0,5.0,4.0,4.0,2.0,2.0,6.882352941176471,4.0,5.0,65.0,7.5,3.0,2.84,1.0,1,2305,0,0,1
2.0,1,529821,37.5,48.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.9411764705882355,1.0,3.0,37.0,6.5,3.0,3.26,1.0,2,0,0,0,2
1.0,1,528890,38.9,80.0,44.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,7.0,3.0,1.0,54.0,6.5,3.0,3.6799999999999997,2.0,1,7111,0,0,2
2.0,1,529642,37.2,84.0,48.0,3.0,3.0,5.0,2.0,4.0,1.0,2.0,1.0,2.0,7.0,2.0,1.0,73.0,5.5,2.0,4.1,2.0,2,4300,0,0,1
2.0,1,529766,38.6,46.0,42.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,7.0,3.0,2.0,49.0,9.1,1.0,1.6,1.0,2,3111,0,0,1
1.0,1,527706,37.4,84.0,36.0,1.0,1.0,3.0,2.0,3.0,3.0,2.0,1.25,1.0,7.0,4.0,5.0,46.0,8.4,3.0,2.325,2.0,1,7209,0,0,1
2.0,1,529483,38.0,62.0,28.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.5,1.0,7.0,2.0,2.0,43.0,7.7,3.0,3.05,1.0,2,3111,0,0,2
2.0,1,530544,38.6,40.0,20.0,2.0,2.0,2.0,1.0,1.5,3.0,2.0,1.75,1.0,7.0,1.5,3.5,41.0,6.4,3.0,3.775,1.0,2,3111,0,0,1
2.0,1,529461,40.3,114.0,36.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,7.0,1.0,5.0,57.0,8.1,3.0,4.5,3.0,1,7400,0,0,1
1.0,9,5282839,38.6,160.0,20.0,3.0,3.0,5.0,1.0,3.0,3.0,4.0,3.0,1.3333333333333333,7.0,4.0,4.75,38.0,7.4,2.0,4.6875,2.0,1,7111,0,0,1
1.0,1,528872,38.44,112.0,28.0,2.5,3.0,3.5,1.0,4.0,3.0,3.5,2.5,1.6666666666666665,7.0,4.0,4.5,24.0,6.7,2.3333333333333335,4.875,1.0,1,3112,0,0,2
1.0,1,529640,38.28,64.0,36.0,2.0,3.0,2.0,1.0,5.0,3.0,3.0,2.0,2.0,7.0,4.0,4.25,42.0,7.7,2.6666666666666665,5.0625,2.0,1,3209,0,0,2
1.0,1,528298,38.12,80.0,20.0,4.0,3.0,3.0,1.5,5.0,4.0,3.0,2.0,2.0,7.0,4.0,4.0,53.0,5.9,3.0,5.25,2.0,1,3205,0,0,1
2.0,1,528904,37.96,96.0,26.0,3.0,3.0,3.0,2.0,5.0,4.0,4.0,1.0,2.0,7.0,4.0,5.0,60.0,6.300000000000001,2.5,5.4375,2.0,1,4205,0,0,2
2.0,1,530438,37.8,48.0,32.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,7.0,4.0,5.0,37.0,6.7,2.0,5.625,1.0,2,2124,0,0,2
2.0,1,527957,38.5,60.0,27.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,7.0,1.0,1.0,44.0,7.7,1.5,5.8125,1.0,2,0,0,0,2
1.0,1,528630,37.8,88.0,22.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,2.0,1.0,7.0,4.0,2.333333333333333,64.0,8.0,1.0,6.0,2.0,1,3205,0,0,1
2.0,1,534293,38.2,130.0,16.0,4.0,3.0,4.0,2.0,2.0,4.0,4.0,1.0,1.0,7.0,4.0,3.6666666666666665,65.0,82.0,2.0,2.0,3.0,2,2209,1400,0,2
1.0,1,529667,39.0,64.0,36.0,3.0,1.0,4.0,2.0,3.0,3.0,2.0,1.0,2.0,7.0,4.0,5.0,44.0,7.5,3.0,5.0,1.0,1,2113,0,0,1
1.0,1,534885,38.45,60.0,36.0,3.0,1.0,3.0,1.0,3.0,3.0,2.0,1.0,1.0,4.5,3.0,4.0,26.0,72.0,2.0,1.0,1.0,1,2208,0,0,2
2.0,1,534784,37.9,72.0,30.0,1.0,1.0,5.0,2.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,4.0,58.0,74.0,1.0,2.0,1.0,1,2322,0,0,2
2.0,1,528931,38.4,54.0,24.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,3.75,3.0,2.0,49.0,7.2,1.0,2.6999999999999997,1.0,2,3111,0,0,1
2.0,1,529777,38.2,52.0,16.0,1.0,1.0,3.0,1.0,1.0,3.0,1.6666666666666665,2.0,3.0,5.5,3.0,2.0,55.0,7.2,1.5,3.3999999999999995,1.0,2,2124,0,0,2
2.0,1,530276,38.0,48.0,12.0,1.0,1.0,1.0,1.0,1.0,3.0,2.333333333333333,1.0,1.0,5.0,3.0,2.0,42.0,6.3,2.0,4.1,1.0,2,3111,0,0,1
2.0,1,528214,37.0,60.0,20.0,3.0,1.0,1.0,1.0,3.0,2.5,3.0,2.0,2.0,4.5,4.0,4.0,43.0,7.6,2.0,5.55,3.0,1,2209,0,0,1
1.0,1,529424,37.8,48.0,28.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.3333333333333335,5.333333333333333,1.0,1.0,46.0,5.9,2.0,7.0,1.0,2,0,0,0,1
1.0,1,5299253,37.7,56.0,26.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0,2.0,2.6666666666666665,6.166666666666667,1.0,1.0,50.0,6.7,2.0,4.8,2.0,1,2113,0,0,2
1.0,1,528469,38.1,52.0,24.0,1.0,1.0,5.0,1.0,4.0,3.0,1.0,2.0,3.0,7.0,1.0,1.0,54.0,7.5,2.0,2.6,2.0,1,2112,0,0,1
1.0,9,5292929,38.900000000000006,76.0,22.666666666666668,2.0,2.0,5.0,1.5,3.0,3.0,1.3333333333333333,1.75,2.5,6.666666666666667,1.6666666666666665,1.0,37.0,4.9,2.0,2.3,2.0,1,11124,0,0,2
1.0,9,534092,39.7,100.0,21.333333333333332,3.0,3.0,5.0,2.0,2.0,3.0,1.6666666666666665,1.5,2.0,6.333333333333333,2.333333333333333,1.0,48.0,57.0,2.0,2.0,3.0,1,1400,0,0,2
1.0,1,534615,37.6,38.0,20.0,3.0,3.0,1.0,1.0,3.0,3.0,2.0,1.25,1.5,6.0,3.0,1.0,37.0,68.0,2.25,2.32,1.0,1,3205,0,0,2
2.0,1,534753,38.7,52.0,20.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.666666666666667,1.0,1.0,33.0,77.0,2.5,2.64,1.0,2,0,0,0,2
1.0,1,530693,38.1,74.0,19.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,2.0,5.333333333333334,4.0,5.0,46.0,5.9,2.75,2.96,2.0,1,3025,0,0,2
1.0,1,527463,37.5,96.0,18.0,1.0,3.0,6.0,2.0,3.0,4.0,2.0,2.0,3.0,5.0,4.0,4.0,69.0,8.9,3.0,3.2800000000000002,1.0,1,2208,0,0,1
1.0,1,527518,36.4,98.0,35.0,3.0,3.0,4.0,1.0,4.0,3.0,2.0,2.5,2.0,5.1,4.0,4.0,47.0,6.4,3.0,3.6,2.0,1,2205,0,0,1
1.0,1,534756,37.3,40.0,57.5,3.0,3.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,5.2,3.0,5.0,36.0,6.050000000000001,3.0,2.0,1.0,1,3111,0,0,2
1.0,9,5290759,38.1,100.0,80.0,3.0,1.0,2.0,1.0,3.0,4.0,1.0,2.0,1.0,5.3,1.0,4.75,36.0,5.7,2.6666666666666665,1.88,1.0,1,3111,0,0,2
1.0,1,5279822,38.0,80.0,24.0,3.0,3.0,6.0,2.0,5.0,3.5,4.0,1.0,1.0,5.4,2.5,4.5,68.0,7.8,2.3333333333333335,1.76,2.0,1,3205,0,0,2
1.0,1,529849,37.8,60.0,80.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,1.5,2.0,5.5,4.0,4.25,40.0,4.5,2.0,1.64,1.0,1,5206,0,0,1
2.0,1,529304,38.0,54.0,30.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,4.75,4.0,4.0,45.0,6.2,2.5,1.52,1.0,2,400,0,0,2
1.0,1,529388,38.333333333333336,88.0,40.0,3.0,3.0,4.0,2.0,5.0,4.0,3.0,3.0,1.6666666666666667,4.0,4.0,5.0,50.0,7.7,3.0,1.4,2.0,1,4205,0,0,1
2.0,1,528006,38.666666666666664,40.0,16.0,2.0,2.0,4.5,1.0,4.0,3.5,2.5,2.5,1.3333333333333335,3.25,3.5,4.0,50.0,7.0,2.0,3.9,3.0,1,2208,0,0,1
2.0,1,529703,39.0,64.0,40.0,1.0,1.0,5.0,1.0,3.0,3.0,2.0,2.0,1.0,2.5,3.0,3.0,42.0,7.5,2.0,2.3,1.0,2,5000,0,0,1
2.0,1,535381,38.3,42.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.75,2.0,2.0,38.0,61.0,2.3333333333333335,3.033333333333333,1.0,2,0,0,0,2
2.0,1,534197,38.0,52.0,16.0,2.0,2.0,1.0,1.5,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,53.0,86.0,2.6666666666666665,3.7666666666666666,1.0,1,2322,0,0,2
2.0,1,529461,40.3,114.0,36.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,7.0,1.0,5.0,57.0,8.1,3.0,4.5,2.0,1,3205,0,0,1
2.0,1,530251,38.8,50.0,20.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,6.0,3.0,1.0,42.0,6.2,2.875,4.2625,1.0,2,0,0,0,2
2.0,1,530310,38.15,49.0,25.0,3.0,3.0,1.0,1.0,5.0,3.0,3.0,1.0,1.0,5.0,4.0,5.0,38.0,6.5,2.75,4.025,2.0,1,3205,0,0,2
2.0,1,528729,37.5,48.0,30.0,4.0,1.0,3.0,1.0,4.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,48.0,8.6,2.625,3.7875,1.0,2,0,0,0,2
1.0,1,535158,37.3,48.0,20.0,3.6666666666666665,1.0,2.0,1.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,5.0,41.0,69.0,2.5,3.55,1.0,1,3205,0,0,2
2.0,1,530319,37.7,84.0,36.0,3.3333333333333335,2.0,3.0,1.0,2.5,3.0,1.0,2.0,1.0,2.0,3.0,2.0,44.0,8.5,2.375,3.3125,1.0,1,3111,0,0,2
1.0,1,534145,38.1,88.0,32.0,3.0,3.0,4.0,1.0,2.0,3.0,3.0,1.5,3.0,1.0,4.0,5.0,55.0,60.0,2.25,3.075,3.0,2,3205,0,0,2
2.0,1,534135,37.7,44.0,40.0,2.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1.6714285714285715,1.0,5.0,41.0,60.0,2.125,2.8375000000000004,1.0,2,0,0,0,2
2.0,1,530002,39.6,108.0,51.0,3.0,3.0,6.0,2.0,2.0,4.0,3.0,1.0,2.0,2.342857142857143,3.0,5.0,59.0,8.0,2.0,2.6,1.0,2,4300,0,0,1
1.0,1,535364,38.2,40.0,16.0,3.0,3.0,1.0,1.0,1.0,3.0,2.75,1.2,1.5,3.0142857142857142,1.0,1.0,34.0,66.0,1.8,2.8200000000000003,1.0,2,0,0,0,2
